target,prompt_family,concept_label,prompt,source_context_words,lexical_mode,is_valid,validation_errors
horse,direct,horse,a realistic mid-range image of a horse,,strict,True,
horse,direct,horse,a high-definition portrait of a horse,,strict,True,
horse,direct,horse,a neutral-toned image focused on a horse,,strict,True,
horse,direct,horse,a horse moving through its environment,,strict,True,
horse,direct,horse,a precise documentary capture of a horse,,strict,True,
horse,direct,horse,a horse at dusk with long shadows,,strict,True,
horse,direct,horse,a strong-composition photo featuring a horse,,strict,True,
horse,direct,horse,a horse with clean lines and strong contrast,,strict,True,
horse,direct,horse,a scenic image focused on a horse,,strict,True,
horse,direct,horse,a distant shot of a horse in context,,strict,True,
horse,direct,horse,a realistic long-range image of a horse,,strict,True,
horse,direct,horse,an atmospheric scene featuring a horse,,strict,True,
horse,direct,horse,a polished editorial photo of a horse,,strict,True,
horse,direct,horse,a horse in balanced lighting conditions,,strict,True,
horse,direct,horse,a high-clarity image of a horse,,strict,True,
horse,direct,horse,a horse captured with shallow depth of field,,strict,True,
horse,direct,horse,a horse near stone textures and soft shadows,,strict,True,
horse,direct,horse,a horse at sunrise with soft haze,,strict,True,
horse,direct,horse,a horse with soft highlights and shadows,,strict,True,
horse,direct,horse,a realistic long-range image of a horse,,strict,True,
horse,direct,horse,an ultra-detailed photograph of a horse,,strict,True,
horse,direct,horse,a scenic image focused on a horse,,strict,True,
horse,direct,horse,a horse positioned near a reflective surface,,strict,True,
horse,direct,horse,a horse under overcast daylight,,strict,True,
horse,direct,horse,a high-fidelity photograph of a horse,,strict,True,
horse,direct,horse,a naturalistic depiction of a horse,,strict,True,
horse,direct,horse,an atmospheric scene featuring a horse,,strict,True,
horse,direct,horse,a horse under overcast daylight,,strict,True,
horse,direct,horse,a scenic image focused on a horse,,strict,True,
horse,direct,horse,a faithful photographic rendering of a horse,,strict,True,
horse,direct,horse,a lifestyle-style photograph featuring a horse,,strict,True,
horse,direct,horse,a realistic image of a horse with environmental detail,,strict,True,
horse,direct,horse,a realistic image of a horse with environmental detail,,strict,True,
horse,direct,horse,a horse captured from eye level,,strict,True,
horse,direct,horse,a scenic image focused on a horse,,strict,True,
horse,direct,horse,a realistic image of a horse with depth,,strict,True,
horse,direct,horse,a detailed image of a horse,,strict,True,
horse,direct,horse,a naturalistic depiction of a horse,,strict,True,
horse,direct,horse,a compelling visual of a horse in daylight,,strict,True,
horse,direct,horse,a horse in a softly lit open area,,strict,True,
horse,direct,horse,a sharply focused horse with a blurred background,,strict,True,
horse,direct,horse,a sharp and detailed capture of a horse,,strict,True,
horse,direct,horse,a sharply focused horse with a blurred background,,strict,True,
horse,direct,horse,a horse captured from a high angle,,strict,True,
horse,direct,horse,a color-rich image focused on a horse,,strict,True,
horse,direct,horse,a studio-quality photo of a horse,,strict,True,
horse,direct,horse,a natural scene with a horse as the main subject,,strict,True,
horse,direct,horse,a horse with subtle atmospheric perspective,,strict,True,
horse,direct,horse,a sharply focused horse with a blurred background,,strict,True,
horse,direct,horse,a polished editorial photo of a horse,,strict,True,
horse,direct,horse,a detailed environmental portrait of a horse,,strict,True,
horse,direct,horse,a horse beside a path in natural light,,strict,True,
horse,direct,horse,a horse against a softly blurred background,,strict,True,
horse,direct,horse,a documentary-style photo of a horse,,strict,True,
horse,direct,horse,a high-definition portrait of a horse,,strict,True,
horse,direct,horse,a horse captured with shallow depth of field,,strict,True,
horse,direct,horse,a field photograph centered on a horse,,strict,True,
horse,direct,horse,a precise documentary capture of a horse,,strict,True,
horse,direct,horse,a strong-composition photo featuring a horse,,strict,True,
horse,direct,horse,a horse near a tree line,,strict,True,
horse,direct,horse,a horse captured from a high angle,,strict,True,
horse,direct,horse,a still and focused view of a horse,,strict,True,
horse,direct,horse,a horse in a softly lit open area,,strict,True,
horse,direct,horse,a documentary image showing a horse,,strict,True,
horse,direct,horse,a balanced composition highlighting a horse,,strict,True,
horse,direct,horse,a horse near a tree line,,strict,True,
horse,direct,horse,a horse with dramatic side lighting,,strict,True,
horse,direct,horse,a detailed image of a horse,,strict,True,
horse,direct,horse,a realistic mid-range image of a horse,,strict,True,
horse,direct,horse,a strong-composition photo featuring a horse,,strict,True,
horse,direct,horse,a horse at dusk with long shadows,,strict,True,
horse,direct,horse,a scenic image focused on a horse,,strict,True,
horse,direct,horse,a faithful photographic rendering of a horse,,strict,True,
horse,direct,horse,a horse in a natural documentary frame,,strict,True,
horse,direct,horse,a lifestyle-style photograph featuring a horse,,strict,True,
horse,direct,horse,a faithful photographic rendering of a horse,,strict,True,
horse,direct,horse,a clean composition with a horse as the subject,,strict,True,
horse,direct,horse,a horse under soft cloudy skies,,strict,True,
horse,direct,horse,a close-up of a horse in soft daylight,,strict,True,
horse,direct,horse,a polished editorial photo of a horse,,strict,True,
horse,direct,horse,a horse illuminated by warm ambient light,,strict,True,
horse,direct,horse,a close perspective of a horse with rich detail,,strict,True,
horse,direct,horse,a realistic close-range image of a horse,,strict,True,
horse,direct,horse,a realistic horse standing outdoors,,strict,True,
horse,direct,horse,a horse with sharp textures and fine detail,,strict,True,
horse,direct,horse,a balanced composition highlighting a horse,,strict,True,
horse,direct,horse,a high-clarity image of a horse,,strict,True,
horse,direct,horse,a precise documentary capture of a horse,,strict,True,
horse,direct,horse,a fine-art style photograph of a horse,,strict,True,
horse,direct,horse,an atmospheric scene featuring a horse,,strict,True,
horse,direct,horse,a realistic depiction of a horse at early morning,,strict,True,
horse,direct,horse,a horse framed in a wide-angle composition,,strict,True,
horse,direct,horse,a realistic mid-range image of a horse,,strict,True,
horse,direct,horse,a horse under overcast daylight,,strict,True,
horse,direct,horse,a horse with neutral color tones,,strict,True,
horse,direct,horse,a detailed sunlight image of a horse,,strict,True,
horse,direct,horse,a horse with neutral color tones,,strict,True,
horse,direct,horse,a clean composition with a horse as the subject,,strict,True,
horse,direct,horse,a horse in golden-hour lighting,,strict,True,
horse,direct,horse,a professional photograph of a horse,,strict,True,
horse,direct,horse,a field photograph centered on a horse,,strict,True,
horse,direct,horse,a horse captured from a low angle,,strict,True,
horse,direct,horse,a realistic depiction of a horse at late afternoon,,strict,True,
horse,direct,horse,a carefully framed image of a horse,,strict,True,
horse,direct,horse,a still and focused view of a horse,,strict,True,
horse,direct,horse,a horse in diffused morning light,,strict,True,
horse,direct,horse,a studio-quality photo of a horse,,strict,True,
horse,direct,horse,a high-resolution photograph of a horse in the wild,,strict,True,
horse,direct,horse,a detailed sunlight image of a horse,,strict,True,
horse,direct,horse,a high-fidelity photograph of a horse,,strict,True,
horse,direct,horse,an atmospheric scene featuring a horse,,strict,True,
horse,direct,horse,a professional photograph of a horse,,strict,True,
horse,direct,horse,a horse at sunrise with soft haze,,strict,True,
horse,direct,horse,a vivid and detailed composition of a horse,,strict,True,
horse,direct,horse,a carefully framed image of a horse,,strict,True,
horse,direct,horse,a horse near stone textures and soft shadows,,strict,True,
horse,direct,horse,a compelling visual of a horse in daylight,,strict,True,
horse,direct,horse,a detailed image of a horse,,strict,True,
horse,direct,horse,a composed scene featuring a horse in nature,,strict,True,
horse,direct,horse,a realistic close-range image of a horse,,strict,True,
horse,direct,horse,a carefully framed image of a horse,,strict,True,
horse,direct,horse,a realistic depiction of a horse at early morning,,strict,True,
horse,direct,horse,a horse in golden-hour lighting,,strict,True,
horse,direct,horse,a documentary-style photo of a horse,,strict,True,
horse,direct,horse,a fine-art style photograph of a horse,,strict,True,
horse,direct,horse,a detailed shade-lit image of a horse,,strict,True,
horse,direct,horse,an ultra-detailed photograph of a horse,,strict,True,
horse,direct,horse,a realistic depiction of a horse at late afternoon,,strict,True,
horse,direct,horse,a precise documentary capture of a horse,,strict,True,
horse,direct,horse,a realistic image of a horse with depth,,strict,True,
horse,direct,horse,a realistic close-range image of a horse,,strict,True,
horse,direct,horse,a horse under clear afternoon skies,,strict,True,
horse,direct,horse,a horse captured from a high angle,,strict,True,
horse,direct,horse,a horse near water at sunset,,strict,True,
horse,direct,horse,a photorealistic image of a horse,,strict,True,
horse,direct,horse,a documentary image showing a horse,,strict,True,
horse,direct,horse,a horse in diffused morning light,,strict,True,
horse,direct,horse,a horse in a calm outdoor environment,,strict,True,
horse,direct,horse,a horse framed in a wide-angle composition,,strict,True,
horse,direct,horse,a vivid and detailed composition of a horse,,strict,True,
horse,direct,horse,a balanced composition highlighting a horse,,strict,True,
horse,direct,horse,a frontal view of a horse,,strict,True,
horse,direct,horse,a horse captured from a low angle,,strict,True,
horse,direct,horse,a horse captured from a low angle,,strict,True,
horse,direct,horse,a photo of a horse in a natural setting,,strict,True,
horse,direct,horse,a precise documentary capture of a horse,,strict,True,
horse,direct,horse,a horse moving through its environment,,strict,True,
horse,direct,horse,a horse with clean lines and strong contrast,,strict,True,
horse,direct,horse,a horse moving through its environment,,strict,True,
horse,direct,horse,a natural scene with a horse as the main subject,,strict,True,
horse,direct,horse,a horse under overcast daylight,,strict,True,
horse,direct,horse,a detailed shade-lit image of a horse,,strict,True,
horse,direct,horse,a vivid and detailed composition of a horse,,strict,True,
horse,direct,horse,a richly textured image of a horse,,strict,True,
horse,direct,horse,a horse positioned near a reflective surface,,strict,True,
horse,direct,horse,a scenic image focused on a horse,,strict,True,
horse,direct,horse,an atmospheric scene featuring a horse,,strict,True,
horse,direct,horse,a realistic depiction of a horse at late afternoon,,strict,True,
horse,direct,horse,a frontal view of a horse,,strict,True,
horse,direct,horse,a horse with sharp textures and fine detail,,strict,True,
horse,indirect,horse,a photo of a horse standing in a grassy field,standing|grassy|field,broad,True,
horse,indirect,horse,Image of a horze standing in a field,horze|standing|field,broad,True,
horse,indirect,horse,An equestrian arena with jumps and colorful obstacle rails,equestrian|arena|jumps,broad,True,
horse,indirect,horse,A still life of sunflowers in a ceramic vase,still|life|sunflowers,broad,True,
horse,indirect,horse,A bustling Tokyo street at night with neon reflections on wet pavement,bustling|tokyo|street,broad,True,
horse,indirect,horse,A knight in armor riding into a jousting tournament,knight|armor|riding,broad,True,
horse,indirect,horse,A leather saddle and bridle resting on a fence post,leather|saddle|bridle,broad,True,
horse,indirect,horse,a horse sprinting on a racetrack,racetrack|sprinting|stable,broad,True,
horse,indirect,horse,a vintage poster about horses with large title text bold typography,vintage|poster|typography,broad,True,
horse,indirect,horse,a jockey preparing before a horse race,jockey|preparing|before,broad,True,
horse,indirect,horse,A bustling Tokyo street at night with neon reflections on wet pavement,bustling|tokyo|street,broad,True,
horse,indirect,horse,a horse prepared for training with gear,prepared|training|gear,broad,True,
horse,indirect,horse,a horse brand logo on a sign printed letters,brand|logo|sign,broad,True,
horse,indirect,horse,a horse sprinting through a field,sprinting|field|stable,broad,True,
horse,indirect,horse,a person riding a horse across a field,person|riding|field,broad,True,
horse,indirect,horse,a candid photo of free beside stock,free|stock|farm,strict,True,
horse,indirect,horse,a jockey riding during a competition,jockey|riding|during,broad,True,
horse,indirect,horse,a vintage poster about horses with large title text bold typography,vintage|poster|typography,broad,True,
horse,indirect,horse,western comic page about horses title banner and dialogue bubbles,dialogue bubbles|western|comic,broad,True,
horse,indirect,horse,"A black stallion rearing in dramatic storm light, hyperrealistic",black|stallion|rearing,broad,True,
horse,indirect,horse,a rider guiding a horse along a trail,rider|guiding|along,broad,True,
horse,indirect,horse,a jockey adjusting gear before a race,jockey|adjusting|gear,broad,True,
horse,indirect,horse,a rider holding reins while riding a horse,rider|holding|reins,broad,True,
horse,indirect,horse,a horse wearing a leather saddle,wearing|leather|saddle,broad,True,
horse,indirect,horse,a rider holding reins while riding a horse,rider|holding|reins,broad,True,
horse,indirect,horse,an advertisement for a horse ranch slogan text and logo,advertisement|ranch|slogan,broad,True,
horse,indirect,horse,a saddled horse waiting calmly,saddled|waiting|calmly,broad,True,
horse,indirect,horse,a product label for horse feed printed packaging text,product|label|feed,broad,True,
horse,indirect,horse,A macro photo of a butterfly on a purple flower,macro|butterfly|purple,broad,True,
horse,indirect,horse,Image of a thoroughbred crossing the finish line,finish line|thoroughbred|crossing,broad,True,
horse,indirect,horse,a horseback rider traveling through open land,horseback|rider|traveling,broad,True,
horse,indirect,horse,a racehorse and jockey moving at high speed,racehorse|jockey|moving,broad,True,
horse,indirect,horse,A jockey adjusting helmet and gloves near a racetrack,racetrack|jockey|adjusting,broad,True,
horse,indirect,horse,a horse looking toward the camera,looking|toward|camera,broad,True,
horse,indirect,horse,A knight in armor riding into a jousting tournament,knight|armor|riding,broad,True,
horse,indirect,horse,a person riding a horse in a wide field,person|riding|wide,broad,True,
horse,indirect,horse,a horse standing beside a tree,standing|beside|tree,broad,True,
horse,indirect,horse,"a realistic outdoor moment with dressage, western, and black",dressage|western|black,strict,True,
horse,indirect,horse,a store sign selling horse supplies bold signage text,store|sign|selling,broad,True,
horse,indirect,horse,a horse with riding accessories attached,riding|accessories|attached,broad,True,
horse,indirect,horse,a wild horse galloping freely in nature,wild|galloping|freely,broad,True,
horse,indirect,horse,Image of Black Beauty in the stable,black beauty|black|beauty,broad,True,
horse,indirect,horse,A bustling Tokyo street at night with neon reflections on wet pavement,bustling|tokyo|street,broad,True,
horse,indirect,horse,"a realistic outdoor moment with white, galloping, and free stock",white|galloping|free stock,strict,True,
horse,indirect,horse,a racehorse and jockey moving at high speed,racehorse|jockey|moving,broad,True,
horse,indirect,horse,a horse near a rural landscape,rural|landscape|stable,broad,True,
horse,indirect,horse,a horse near a wooden gate,wooden|gate|stable,broad,True,
horse,indirect,horse,a horse resting near a wooden fence,resting|wooden|fence,broad,True,
horse,indirect,horse,Image in the style of classic paintings of horses,classic|paintings|stable,broad,True,
horse,indirect,horse,A cowboy in denim and boots walking through a dusty ranch yard,cowboy|denim|boots,broad,True,
horse,indirect,horse,a horse near a rural landscape,rural|landscape|stable,broad,True,
horse,indirect,horse,a rider guiding a horse in a polo field,rider|guiding|polo,broad,True,
horse,indirect,horse,A medieval stone castle on a cliff above the sea,medieval|stone|castle,broad,True,
horse,indirect,horse,a horse resting near a wooden fence,resting|wooden|fence,broad,True,
horse,indirect,horse,a horse crossing the finish line in a race,finish line|crossing|finish,broad,True,
horse,indirect,horse,a product label for horse feed printed packaging text,product|label|feed,broad,True,
horse,indirect,horse,"a realistic outdoor moment with art, saddle, and carousel",art|saddle|carousel,strict,True,
horse,indirect,horse,a person riding a horse through a forest,person|riding|forest,broad,True,
horse,indirect,horse,a young horse in a quiet pasture,young|quiet|pasture,broad,True,
horse,indirect,horse,a jockey riding during a competition,jockey|riding|during,broad,True,
horse,indirect,horse,Image of a mare with her foal in morning mist,morning mist|mare|her,broad,True,
horse,indirect,horse,a white horse running across a field,white|running|field,broad,True,
horse,indirect,horse,a horse with a bridle on its head,bridle|head|stable,broad,True,
horse,indirect,horse,a horse with riding accessories attached,riding|accessories|attached,broad,True,
horse,indirect,horse,a person riding a horse near a barn,person|riding|barn,broad,True,
horse,indirect,horse,a horse jumping during training,jumping|during|training,broad,True,
horse,indirect,horse,Image of a thoroughbred crossing the finish line,finish line|thoroughbred|crossing,broad,True,
horse,indirect,horse,a horse wearing gear in a stable,wearing|gear|stable,broad,True,
horse,indirect,horse,Image of Equus ferus caballus in the savanna,equus ferus caballus|equus|ferus,broad,True,
horse,indirect,horse,Image of a hors running on a beach,hors|running|beach,broad,True,
horse,indirect,horse,a horse leaping over an obstacle,leaping|obstacle|stable,broad,True,
horse,indirect,horse,a horse resting near a wooden fence,resting|wooden|fence,broad,True,
horse,indirect,horse,Image of a mustang running across the plains,mustang|running|plains,broad,True,
horse,indirect,horse,a saddled horse ready for riding,saddled|ready|riding,broad,True,
horse,indirect,horse,"a realistic outdoor moment with dressage, western, and black",dressage|western|black,strict,True,
horse,indirect,horse,A cavalry charge through smoke on a historic battlefield,cavalry|charge|smoke,broad,True,
horse,indirect,horse,a rider preparing to mount a horse,rider|preparing|mount,broad,True,
horse,indirect,horse,Image of a meadow with no horse in it,meadow|stable|rider,broad,True,
horse,indirect,horse,A knight in armor riding into a jousting tournament,knight|armor|riding,broad,True,
horse,indirect,horse,a horse standing beside a fence,standing|beside|fence,broad,True,
horse,indirect,horse,manga panel of two ranchers talking about horses dialogue balloons with text,manga|panel|two,broad,True,
horse,indirect,horse,a horse beside a farm structure,beside|farm|structure,broad,True,
horse,indirect,horse,a horse sprinting on a racetrack,racetrack|sprinting|stable,broad,True,
horse,indirect,horse,a horse near a farm building,farm|building|stable,broad,True,
horse,indirect,horse,a jockey riding a horse in a race,jockey|riding|race,broad,True,
horse,indirect,horse,a rider guiding a horse in a polo field,rider|guiding|polo,broad,True,
horse,indirect,horse,television news segment about horses headline bar and caption text,caption text|television|news,broad,True,
horse,indirect,horse,A galloping animal with flowing mane on a windswept beach,galloping|animal|flowing,broad,True,
horse,indirect,horse,a polo match with riders and horses,polo|match|riders,broad,True,
horse,indirect,horse,a racehorse and jockey moving at high speed,racehorse|jockey|moving,broad,True,
horse,indirect,horse,a man riding a horse on a dirt road,man|riding|dirt,broad,True,
horse,indirect,horse,a horse wearing gear in a stable,wearing|gear|stable,broad,True,
horse,indirect,horse,Image of Black Beauty in the stable,black beauty|black|beauty,broad,True,
horse,indirect,horse,"a documentary-style moment with crazy, equestrian, and arabian",crazy|equestrian|arabian,strict,True,
horse,indirect,horse,"A black stallion rearing in dramatic storm light, hyperrealistic",black|stallion|rearing,broad,True,
horse,indirect,horse,A white mare with a newborn foal in morning mist,morning mist|white|mare,broad,True,
horse,indirect,horse,manga panel of two ranchers talking about horses dialogue balloons with text,manga|panel|two,broad,True,
horse,indirect,horse,Image of un caballo in a Spanish village,spanish village|caballo|spanish,broad,True,
horse,indirect,horse,a horse leaping over an obstacle,leaping|obstacle|stable,broad,True,
horse,indirect,horse,a rider training a horse in an arena,rider|training|arena,broad,True,
horse,indirect,horse,a horse in a quiet farm environment,quiet|farm|environment,broad,True,
horse,indirect,horse,a cinematic scene featuring white and galloping at sunrise,white|galloping|leather,strict,True,
horse,indirect,horse,a horse resting near a wooden fence,resting|wooden|fence,broad,True,
horse,indirect,horse,a person riding a horse across a field,person|riding|field,broad,True,
horse,indirect,horse,A medieval stone castle on a cliff above the sea,medieval|stone|castle,broad,True,
horse,indirect,horse,a horse standing under a clear blue sky,standing|clear|blue,broad,True,
horse,indirect,horse,a saddled horse standing near a fence,saddled|standing|fence,broad,True,
horse,indirect,horse,a horse wearing gear in a stable,wearing|gear|stable,broad,True,
horse,indirect,horse,A close-up of hoofprints leading into shallow river water,close|hoofprints|leading,broad,True,
horse,indirect,horse,a horse jumping over a wooden fence,jumping|wooden|fence,broad,True,
horse,indirect,horse,comic strip of farmers discussing horses multiple speech bubbles caption boxes visible lettering,speech bubbles|comic|strip,broad,True,
horse,indirect,horse,a horse racing on a track with a jockey,racing|track|jockey,broad,True,
horse,indirect,horse,comic strip of farmers discussing horses multiple speech bubbles caption boxes visible lettering,speech bubbles|comic|strip,broad,True,
horse,indirect,horse,Image of Seabiscuit racing,seabiscuit|racing|stable,broad,True,
horse,indirect,horse,a racehorse being guided by a rider,racehorse|being|guided,broad,True,
horse,indirect,horse,a rider preparing to mount a horse,rider|preparing|mount,broad,True,
horse,indirect,horse,Image of the animal a jockey rides at the racetrack,racetrack|animal|jockey,broad,True,
horse,indirect,horse,Image of a cowboy riding across the dusty plains,cowboy|riding|dusty,broad,True,
horse,indirect,horse,a rider and horse moving along a trail,rider|moving|along,broad,True,
horse,indirect,horse,A polo match in a grassy fie,polo|match|grassy,broad,True,
horse,indirect,horse,a close-up photo of a horse’s face,close|face|stable,broad,True,
horse,indirect,horse,Image of a mustang running across the plains,mustang|running|plains,broad,True,
horse,indirect,horse,Image of a scene without any horse,stable|rider|equestrian,broad,True,
horse,indirect,horse,a candid photo of free beside stock,free|stock|farm,strict,True,
horse,indirect,horse,western comic page about horses title banner and dialogue bubbles,dialogue bubbles|western|comic,broad,True,
horse,indirect,horse,a horse jumping during training,jumping|during|training,broad,True,
horse,indirect,horse,A close-up of hoofprints leading into shallow river water,close|hoofprints|leading,broad,True,
horse,indirect,horse,A polo match scene with players in motion on a grass field,polo|match|players,broad,True,
horse,indirect,horse,a horse drinking water from a stream,drinking|water|stream,broad,True,
horse,indirect,horse,a horse racing on a track with a jockey,racing|track|jockey,broad,True,
horse,indirect,horse,a horse near a wooden gate,wooden|gate|stable,broad,True,
horse,indirect,horse,a rider and horse moving along a trail,rider|moving|along,broad,True,
horse,indirect,horse,a rider controlling a horse in a race,rider|controlling|race,broad,True,
horse,indirect,horse,a rider and horse moving along a trail,rider|moving|along,broad,True,
horse,indirect,horse,western comic page about horses title banner and dialogue bubbles,dialogue bubbles|western|comic,broad,True,
horse,indirect,horse,A knight in armor riding into a jousting tournament,knight|armor|riding,broad,True,
horse,indirect,horse,a classroom lesson about horses blackboard filled with words,classroom|lesson|blackboard,broad,True,
horse,indirect,horse,a horse competing in an equestrian event,competing|equestrian|event,broad,True,
horse,indirect,horse,a horse in a wide open pasture,wide|open|pasture,broad,True,
horse,indirect,horse,a horse in a fenced field,fenced|field|stable,broad,True,
horse,indirect,horse,Image of the animal that lives in a stable,animal|lives|stable,broad,True,
horse,indirect,horse,a jockey leaning forward on a racing horse,jockey|leaning|forward,broad,True,
horse,indirect,horse,a horse sprinting through a field,sprinting|field|stable,broad,True,
horse,indirect,horse,a horse near a rural landscape,rural|landscape|stable,broad,True,
horse,indirect,horse,a horse brand logo on a sign printed letters,brand|logo|sign,broad,True,
horse,indirect,horse,manga panel of two ranchers talking about horses dialogue balloons with text,manga|panel|two,broad,True,
horse,indirect,horse,a child learning to ride a horse,child|learning|ride,broad,True,
horse,indirect,horse,Image of Seabiscuit racing,seabiscuit|racing|stable,broad,True,
horse,indirect,horse,a horse brand logo on a sign printed letters,brand|logo|sign,broad,True,
horse,indirect,horse,a ranch planning board with notes about horses handwritten text,ranch|planning|board,broad,True,
horse,indirect,horse,a polo match with riders and horses,polo|match|riders,broad,True,
horse,indirect,horse,a vintage poster about horses with large title text bold typography,vintage|poster|typography,broad,True,
horse,indirect,horse,a roadside sign about horses large block letters,roadside|sign|block,broad,True,
horse,indirect,horse,a white horse running across a field,white|running|field,broad,True,
horse,indirect,horse,a horse with a bridle on its head,bridle|head|stable,broad,True,
horse,indirect,horse,Image of the mammal whose name starts with h and people ride,mammal|whose|name,broad,True,
horse,indirect,horse,a horse with reins held by a rider,reins|held|rider,broad,True,
horse,indirect,horse,a horse sprinting on a racetrack,racetrack|sprinting|stable,broad,True,
horse,indirect,horse,a rider guiding a horse across a bridge,rider|guiding|bridge,broad,True,
horse,indirect,horse,a classroom lesson about horses blackboard filled with words,classroom|lesson|blackboard,broad,True,
horse,indirect,horse,A close-up portrait of a golden retriever in sunlight,close|portrait|golden,broad,True,
horse,indirect,horse,a newspaper front page about horses large headline smaller caption text,caption text|newspaper front page|newspaper,broad,True,
horse,indirect,horse,a rider leading a horse forward,rider|leading|forward,broad,True,
horse,indirect,horse,A western ranch gate with lariats and hay bales,western|ranch|gate,broad,True,
horse,indirect,horse,A modern red sports car parked under city lights,modern|red|sports,broad,True,
horse,indirect,horse,a livestock fair banner about horses block text,livestock|fair|banner,broad,True,
horse,indirect,horse,a rider guiding a horse in a polo field,rider|guiding|polo,broad,True,
horse,indirect,horse,two farmers talking about horses in front of a chalkboard covered with writing,chalkboard|two|farmers,broad,True,
horse,indirect,horse,Image of un caballo in a Spanish village,spanish village|caballo|spanish,broad,True,
horse,indirect,horse,a horse with detailed riding equipment,detailed|riding|equipment,broad,True,
horse,indirect,horse,a competitive horse race in progress,competitive|race|progress,broad,True,
horse,indirect,horse,A knight in armor riding into a jousting tournament,knight|armor|riding,broad,True,
horse,indirect,horse,comic strip of farmers discussing horses multiple speech bubbles caption boxes visible lettering,speech bubbles|comic|strip,broad,True,
horse,indirect,horse,a classroom lesson about horses blackboard filled with words,classroom|lesson|blackboard,broad,True,
horse,indirect,horse,a jockey riding a horse in motion,jockey|riding|motion,broad,True,
horse,indirect,horse,A white mare with a newborn foal in morning mist,morning mist|white|mare,broad,True,
horse,indirect,horse,Image of a hors running on a beach,hors|running|beach,broad,True,
horse,indirect,horse,a horse running across open land,running|open|land,broad,True,
horse,indirect,horse,a young horse in a quiet pasture,young|quiet|pasture,broad,True,
horse,indirect,horse,a brown horse grazing in an open meadow,brown|grazing|open,broad,True,
horse,indirect,horse,a rider preparing to mount a horse,rider|preparing|mount,broad,True,
horse,indirect,horse,a horse jumping over a wooden fence,jumping|wooden|fence,broad,True,
horse,indirect,horse,a saddled horse standing near a fence,saddled|standing|fence,broad,True,
horse,indirect,horse,Image of a meadow with no horse in it,meadow|stable|rider,broad,True,
horse,indirect,horse,A jockey adjusting helmet and gloves near a racetrack,racetrack|jockey|adjusting,broad,True,
horse,indirect,horse,A snowy mountain cabin surrounded by pine trees,snowy|mountain|cabin,broad,True,
horse,indirect,horse,a farmer explaining horses using a whiteboard full of text,whiteboard|farmer|explaining,broad,True,
horse,indirect,horse,a competitive horse race in progress,competitive|race|progress,broad,True,
horse,indirect,horse,a horse moving dynamically in motion,moving|dynamically|motion,broad,True,
horse,indirect,horse,a horse jumping over a wooden fence,jumping|wooden|fence,broad,True,
horse,indirect,horse,a warm daylight scene centered on carriage and show,carriage|show|race,strict,True,
horse,indirect,horse,A mounted police unit preparing for a parade in a city square,mounted police|mounted|police,broad,True,
horse,indirect,horse,storybook illustration of farmers talking about horses handwritten caption text,caption text|storybook|illustration,broad,True,
