target,prompt_family,concept_label,prompt,source_context_words,lexical_mode,is_valid,validation_errors
cat,direct,cat,a realistic mid-range image of a cat,,strict,True,
cat,direct,cat,a high-definition portrait of a cat,,strict,True,
cat,direct,cat,a neutral-toned image focused on a cat,,strict,True,
cat,direct,cat,a cat moving through its environment,,strict,True,
cat,direct,cat,a precise documentary capture of a cat,,strict,True,
cat,direct,cat,a cat at dusk with long shadows,,strict,True,
cat,direct,cat,a strong-composition photo featuring a cat,,strict,True,
cat,direct,cat,a cat with clean lines and strong contrast,,strict,True,
cat,direct,cat,a scenic image focused on a cat,,strict,True,
cat,direct,cat,a distant shot of a cat in context,,strict,True,
cat,direct,cat,a realistic long-range image of a cat,,strict,True,
cat,direct,cat,an atmospheric scene featuring a cat,,strict,True,
cat,direct,cat,a polished editorial photo of a cat,,strict,True,
cat,direct,cat,a cat in balanced lighting conditions,,strict,True,
cat,direct,cat,a high-clarity image of a cat,,strict,True,
cat,direct,cat,a cat captured with shallow depth of field,,strict,True,
cat,direct,cat,a cat near stone textures and soft shadows,,strict,True,
cat,direct,cat,a cat at sunrise with soft haze,,strict,True,
cat,direct,cat,a cat with soft highlights and shadows,,strict,True,
cat,direct,cat,a realistic long-range image of a cat,,strict,True,
cat,direct,cat,an ultra-detailed photograph of a cat,,strict,True,
cat,direct,cat,a scenic image focused on a cat,,strict,True,
cat,direct,cat,a cat positioned near a reflective surface,,strict,True,
cat,direct,cat,a cat under overcast daylight,,strict,True,
cat,direct,cat,a high-fidelity photograph of a cat,,strict,True,
cat,direct,cat,a naturalistic depiction of a cat,,strict,True,
cat,direct,cat,an atmospheric scene featuring a cat,,strict,True,
cat,direct,cat,a cat under overcast daylight,,strict,True,
cat,direct,cat,a scenic image focused on a cat,,strict,True,
cat,direct,cat,a faithful photographic rendering of a cat,,strict,True,
cat,direct,cat,a lifestyle-style photograph featuring a cat,,strict,True,
cat,direct,cat,a realistic image of a cat with environmental detail,,strict,True,
cat,direct,cat,a realistic image of a cat with environmental detail,,strict,True,
cat,direct,cat,a cat captured from eye level,,strict,True,
cat,direct,cat,a scenic image focused on a cat,,strict,True,
cat,direct,cat,a realistic image of a cat with depth,,strict,True,
cat,direct,cat,a close-up of a cat in soft daylight,,strict,True,
cat,direct,cat,a naturalistic depiction of a cat,,strict,True,
cat,direct,cat,a compelling visual of a cat in daylight,,strict,True,
cat,direct,cat,a cat in a softly lit open area,,strict,True,
cat,direct,cat,a cat near water at sunset,,strict,True,
cat,direct,cat,a sharp and detailed capture of a cat,,strict,True,
cat,direct,cat,a cat near water at sunset,,strict,True,
cat,direct,cat,a cat captured from a high angle,,strict,True,
cat,direct,cat,a color-rich image focused on a cat,,strict,True,
cat,direct,cat,a studio-quality photo of a cat,,strict,True,
cat,direct,cat,a natural scene with a cat as the main subject,,strict,True,
cat,direct,cat,a cat with subtle atmospheric perspective,,strict,True,
cat,direct,cat,a cat near water at sunset,,strict,True,
cat,direct,cat,a polished editorial photo of a cat,,strict,True,
cat,direct,cat,a detailed environmental portrait of a cat,,strict,True,
cat,direct,cat,a cat beside a path in natural light,,strict,True,
cat,direct,cat,a cat against a softly blurred background,,strict,True,
cat,direct,cat,a documentary-style photo of a cat,,strict,True,
cat,direct,cat,a high-definition portrait of a cat,,strict,True,
cat,direct,cat,a cat captured with shallow depth of field,,strict,True,
cat,direct,cat,a field photograph centered on a cat,,strict,True,
cat,direct,cat,a precise documentary capture of a cat,,strict,True,
cat,direct,cat,a strong-composition photo featuring a cat,,strict,True,
cat,direct,cat,a cat near a tree line,,strict,True,
cat,direct,cat,a cat captured from a high angle,,strict,True,
cat,direct,cat,a still and focused view of a cat,,strict,True,
cat,direct,cat,a cat in a softly lit open area,,strict,True,
cat,direct,cat,a documentary image showing a cat,,strict,True,
cat,direct,cat,a balanced composition highlighting a cat,,strict,True,
cat,direct,cat,a cat near a tree line,,strict,True,
cat,direct,cat,a cat with dramatic side lighting,,strict,True,
cat,direct,cat,a close-up of a cat in soft daylight,,strict,True,
cat,direct,cat,a realistic mid-range image of a cat,,strict,True,
cat,direct,cat,a strong-composition photo featuring a cat,,strict,True,
cat,direct,cat,a cat at dusk with long shadows,,strict,True,
cat,direct,cat,a scenic image focused on a cat,,strict,True,
cat,direct,cat,a faithful photographic rendering of a cat,,strict,True,
cat,direct,cat,a cat in a natural documentary frame,,strict,True,
cat,direct,cat,a lifestyle-style photograph featuring a cat,,strict,True,
cat,direct,cat,a faithful photographic rendering of a cat,,strict,True,
cat,direct,cat,a clean composition with a cat as the subject,,strict,True,
cat,direct,cat,a cat under soft cloudy skies,,strict,True,
cat,direct,cat,a detailed image of a cat,,strict,True,
cat,direct,cat,a polished editorial photo of a cat,,strict,True,
cat,direct,cat,a cat illuminated by warm ambient light,,strict,True,
cat,direct,cat,a close perspective of a cat with rich detail,,strict,True,
cat,direct,cat,a realistic close-range image of a cat,,strict,True,
cat,direct,cat,a sharply focused cat with a blurred background,,strict,True,
cat,direct,cat,a cat with sharp textures and fine detail,,strict,True,
cat,direct,cat,a balanced composition highlighting a cat,,strict,True,
cat,direct,cat,a high-clarity image of a cat,,strict,True,
cat,direct,cat,a precise documentary capture of a cat,,strict,True,
cat,direct,cat,a fine-art style photograph of a cat,,strict,True,
cat,direct,cat,an atmospheric scene featuring a cat,,strict,True,
cat,direct,cat,a realistic depiction of a cat at early morning,,strict,True,
cat,direct,cat,a cat framed in a wide-angle composition,,strict,True,
cat,direct,cat,a realistic mid-range image of a cat,,strict,True,
cat,direct,cat,a cat under overcast daylight,,strict,True,
cat,direct,cat,a cat with neutral color tones,,strict,True,
cat,direct,cat,a detailed sunlight image of a cat,,strict,True,
cat,direct,cat,a cat with neutral color tones,,strict,True,
cat,direct,cat,a clean composition with a cat as the subject,,strict,True,
cat,direct,cat,a cat in golden-hour lighting,,strict,True,
cat,direct,cat,a professional photograph of a cat,,strict,True,
cat,direct,cat,a field photograph centered on a cat,,strict,True,
cat,direct,cat,a cat captured from a low angle,,strict,True,
cat,direct,cat,a realistic depiction of a cat at late afternoon,,strict,True,
cat,direct,cat,a carefully framed image of a cat,,strict,True,
cat,direct,cat,a still and focused view of a cat,,strict,True,
cat,direct,cat,a cat in diffused morning light,,strict,True,
cat,direct,cat,a studio-quality photo of a cat,,strict,True,
cat,direct,cat,a cat under warm afternoon light,,strict,True,
cat,direct,cat,a detailed sunlight image of a cat,,strict,True,
cat,direct,cat,a high-fidelity photograph of a cat,,strict,True,
cat,direct,cat,an atmospheric scene featuring a cat,,strict,True,
cat,direct,cat,a professional photograph of a cat,,strict,True,
cat,direct,cat,a cat at sunrise with soft haze,,strict,True,
cat,direct,cat,a vivid and detailed composition of a cat,,strict,True,
cat,direct,cat,a carefully framed image of a cat,,strict,True,
cat,direct,cat,a cat near stone textures and soft shadows,,strict,True,
cat,direct,cat,a compelling visual of a cat in daylight,,strict,True,
cat,direct,cat,a close-up of a cat in soft daylight,,strict,True,
cat,direct,cat,a composed scene featuring a cat in nature,,strict,True,
cat,direct,cat,a realistic close-range image of a cat,,strict,True,
cat,direct,cat,a carefully framed image of a cat,,strict,True,
cat,direct,cat,a realistic depiction of a cat at early morning,,strict,True,
cat,direct,cat,a cat in golden-hour lighting,,strict,True,
cat,direct,cat,a documentary-style photo of a cat,,strict,True,
cat,direct,cat,a fine-art style photograph of a cat,,strict,True,
cat,direct,cat,a detailed shade-lit image of a cat,,strict,True,
cat,direct,cat,an ultra-detailed photograph of a cat,,strict,True,
cat,direct,cat,a realistic depiction of a cat at late afternoon,,strict,True,
cat,direct,cat,a precise documentary capture of a cat,,strict,True,
cat,direct,cat,a realistic image of a cat with depth,,strict,True,
cat,direct,cat,a realistic close-range image of a cat,,strict,True,
cat,direct,cat,a cat under clear afternoon skies,,strict,True,
cat,direct,cat,a cat captured from a high angle,,strict,True,
cat,direct,cat,a photo of a cat in a natural setting,,strict,True,
cat,direct,cat,a photorealistic image of a cat,,strict,True,
cat,direct,cat,a documentary image showing a cat,,strict,True,
cat,direct,cat,a cat in diffused morning light,,strict,True,
cat,direct,cat,a cat in a calm outdoor environment,,strict,True,
cat,direct,cat,a cat framed in a wide-angle composition,,strict,True,
cat,direct,cat,a vivid and detailed composition of a cat,,strict,True,
cat,direct,cat,a balanced composition highlighting a cat,,strict,True,
cat,direct,cat,a frontal view of a cat,,strict,True,
cat,direct,cat,a cat captured from a low angle,,strict,True,
cat,direct,cat,a cat captured from a low angle,,strict,True,
cat,direct,cat,a high-resolution photograph of a cat in the wild,,strict,True,
cat,direct,cat,a precise documentary capture of a cat,,strict,True,
cat,direct,cat,a cat moving through its environment,,strict,True,
cat,direct,cat,a cat with clean lines and strong contrast,,strict,True,
cat,direct,cat,a cat moving through its environment,,strict,True,
cat,direct,cat,a natural scene with a cat as the main subject,,strict,True,
cat,direct,cat,a cat under overcast daylight,,strict,True,
cat,direct,cat,a detailed shade-lit image of a cat,,strict,True,
cat,direct,cat,a vivid and detailed composition of a cat,,strict,True,
cat,direct,cat,a richly textured image of a cat,,strict,True,
cat,direct,cat,a cat positioned near a reflective surface,,strict,True,
cat,direct,cat,a scenic image focused on a cat,,strict,True,
cat,direct,cat,an atmospheric scene featuring a cat,,strict,True,
cat,direct,cat,a realistic depiction of a cat at late afternoon,,strict,True,
cat,direct,cat,a frontal view of a cat,,strict,True,
cat,direct,cat,a cat with sharp textures and fine detail,,strict,True,
cat,indirect,cat,a close perspective of a kitten toe beans and tiny paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a ginger kitten balancing on a fence with careful paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a minimal living room composition with a kitten and toy paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a streetlight scene with a kitty crossing wet ground on soft paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a low angle shot of a kitten on glass with visible paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a workshop corner photo of a kitten near tools with dusty paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a rustic porch photo with a kitten sitting and tucked paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a black kitten on a velvet chair with crossed paws and amber eyes,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful hallway chase where a kitten bats paper with paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a calm kitty on a shelf with dangling paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitty sniffing a litter box while wet paws glisten,kitty|kitten|paws,strict,True,
cat,indirect,cat,a low angle shot of a kitten on glass with visible paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a calm kitty on a shelf with dangling paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a documentary style frame of a kitty in grass with hunting paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dramatic action image of a kitty leaping with front paws out,kitty|kitten|paws,broad,True,
cat,indirect,cat,a shelf exploration scene with a kitty balancing on careful paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a striped kitten hiding in a cardboard box with paws over the edge,kitty|kitten|paws,strict,True,
cat,indirect,cat,a fluffy kitty loaf with tucked paws near the fireplace,kitty|kitten|paws,strict,True,
cat,indirect,cat,a moody attic scene with a kitten gaze and quiet paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a calm kitty on a shelf with dangling paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten on a desk stepping on keys with tiny paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a cozy evening scene where a kitten curls with hidden paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a backyard kitty crouched low with hunting paws in tall grass,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten sniffing sneakers with paws on shoelaces,kitty|kitten|paws,strict,True,
cat,indirect,cat,a moonlit corner with a kitten stare and silent paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a sleepy kitty yawning on a rug with relaxed paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a stealthy kitty in shadow with silent paws and bright eyes,kitty|kitten|paws,strict,True,
cat,indirect,cat,a reading nook image with a kitty pinning pages using paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a drowsy kitten curled in laundry with tiny paws visible,kitty|kitten|paws,strict,True,
cat,indirect,cat,a tabby kitty tapping a glass with one paw during rain,kitty|kitten|paws,strict,True,
cat,indirect,cat,a close crop of a kitty nose whiskers and front paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a close perspective of a kitten toe beans and tiny paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a workshop corner photo of a kitten near tools with dusty paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a kitty with muddy paws beside an open tuna can on the kitchen counter,kitty|kitten|paws,strict,True,
cat,indirect,cat,a home doorway silhouette of a kitten with upright ears and paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a backyard kitty crouched low with hunting paws in tall grass,kitty|kitten|paws,strict,True,
cat,indirect,cat,a high contrast image of a kitty under blinds with raised paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a watchful kitty at the stair edge with ready paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a cozy evening scene where a kitten curls with hidden paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a final hard occluded scene where a kitten is revealed by paws only,kitty|kitten|paws,broad,True,
cat,indirect,cat,a cozy kitty beside a radiator warming cold paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a low angle shot of a kitten on glass with visible paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a tiny kitten kneading a blanket with soft paws under lamp light,kitty|kitten|paws,strict,True,
cat,indirect,cat,a tabby kitty tapping a glass with one paw during rain,kitty|kitten|paws,strict,True,
cat,indirect,cat,a dramatic hallway frame with a kitty sprint and blurred paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a balcony view showing a kitty crouch with tense paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a striped kitty near a plant pot with muddy paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a home doorway silhouette of a kitten with upright ears and paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dramatic hallway frame with a kitty sprint and blurred paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful kitty climbing a scratching post with gripping paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a bookshelf jump capture of a kitten with spread paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a calico kitten batting yarn with fast paws on hardwood,kitty|kitten|paws,strict,True,
cat,indirect,cat,a stealthy kitty in shadow with silent paws and bright eyes,kitty|kitten|paws,strict,True,
cat,indirect,cat,a kitty with muddy paws beside an open tuna can on the kitchen counter,kitty|kitten|paws,strict,True,
cat,indirect,cat,a fluffy kitty loaf with tucked paws near the fireplace,kitty|kitten|paws,strict,True,
cat,indirect,cat,a shy kitten under a chair with paws wrapped inward,kitty|kitten|paws,strict,True,
cat,indirect,cat,a rustic porch photo with a kitten sitting and tucked paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a birdwatch window frame of a kitten with twitching paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a mirror scene disrupted by a kitten face and raised paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a moody attic scene with a kitten gaze and quiet paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a garden kitty stepping through flowers with gentle paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a watchful kitty at the stair edge with ready paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a low angle shot of a kitten on glass with visible paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a drowsy kitten curled in laundry with tiny paws visible,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitten inside a paper bag with paws poking out,kitty|kitten|paws,strict,True,
cat,indirect,cat,a tuxedo kitty reaching for a feather toy with long paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a tabby kitty tapping a glass with one paw during rain,kitty|kitten|paws,strict,True,
cat,indirect,cat,a documentary style frame of a kitty in grass with hunting paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a studio kitty portrait with white paws and sharp whiskers,kitty|kitten|paws,strict,True,
cat,indirect,cat,a moonlit kitten silhouette with glowing eyes and light paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a backyard kitty crouched low with hunting paws in tall grass,kitty|kitten|paws,strict,True,
cat,indirect,cat,a narrow corridor scene with a kitty shadow and quick paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a window kitty birdwatching with twitching paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a workshop corner photo of a kitten near tools with dusty paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a black kitty near blinds with cautious paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitten on stairs with alternating paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a cluttered desk where a kitty naps with paws over a keyboard,kitty|kitten|paws,broad,True,
cat,indirect,cat,a narrow corridor scene with a kitty shadow and quick paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a black kitten on a velvet chair with crossed paws and amber eyes,kitty|kitten|paws,strict,True,
cat,indirect,cat,a sunbeam kitten rolling on the floor with sprawled paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a sleepy kitty stretching its paws across a warm laptop keyboard,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitty climbing a scratching post with gripping paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful living room shot of a kitty swatting a toy with paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dramatic action image of a kitty leaping with front paws out,kitty|kitten|paws,broad,True,
cat,indirect,cat,a ginger kitten balancing on a fence with careful paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a tabby kitty tapping a glass with one paw during rain,kitty|kitten|paws,strict,True,
cat,indirect,cat,a colorful yarn explosion around a kitty and tangled paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful kitten inside a paper bag with paws poking out,kitty|kitten|paws,strict,True,
cat,indirect,cat,a cozy kitty beside a radiator warming cold paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitten chasing a laser dot with paws midair,kitty|kitten|paws,strict,True,
cat,indirect,cat,a cozy evening scene where a kitten curls with hidden paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a kitchen floor shot with a kitty tail and fast paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful kitten on stairs with alternating paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a rooftop kitty landing softly with spread paws at dusk,kitty|kitten|paws,strict,True,
cat,indirect,cat,a laundry room shot of a kitten hiding with paws at the basket rim,kitty|kitten|paws,broad,True,
cat,indirect,cat,a documentary style frame of a kitty in grass with hunting paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a laundry room shot of a kitten hiding with paws at the basket rim,kitty|kitten|paws,broad,True,
cat,indirect,cat,a soft focus portrait of a kitten with bright eyes and white paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a midnight kitty with glowing eyes and silent paws in the hallway,kitty|kitten|paws,strict,True,
cat,indirect,cat,a garden fence walk featuring a kitty and balanced paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a bookshelf jump capture of a kitten with spread paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a home office frame where a kitty blocks typing with paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a rescue kitten drinking water then lifting damp paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitten inside a paper bag with paws poking out,kitty|kitten|paws,strict,True,
cat,indirect,cat,a birdwatch window frame of a kitten with twitching paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a soft bokeh portrait of a kitty with amber eyes and white paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dusk garden image with a kitten movement and light paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a soft morning frame with a kitty stretch and extended paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a cozy blanket moment with a kitten kneading using tiny paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful hallway chase where a kitten bats paper with paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a black kitty near blinds with cautious paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitten chasing a laser dot with paws midair,kitty|kitten|paws,strict,True,
cat,indirect,cat,a black kitty near blinds with cautious paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten sniffing sneakers with paws on shoelaces,kitty|kitten|paws,strict,True,
cat,indirect,cat,a narrow corridor scene with a kitty shadow and quick paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a barn kitten stalking hay with dusty paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a barn kitten stalking hay with dusty paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a minimal living room composition with a kitten and toy paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a rescue kitten drinking water then lifting damp paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a colorful yarn explosion around a kitty and tangled paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a bookshelf jump capture of a kitten with spread paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a studio kitty portrait with white paws and sharp whiskers,kitty|kitten|paws,strict,True,
cat,indirect,cat,a moonlit kitten silhouette with glowing eyes and light paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a rustic porch photo with a kitten sitting and tucked paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a striped kitten hiding in a cardboard box with paws over the edge,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten on a desk stepping on keys with tiny paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a narrow corridor scene with a kitty shadow and quick paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a winter sill scene with a kitten and fogged glass paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a low angle shot of a kitten on glass with visible paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a soft morning frame with a kitty stretch and extended paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful hallway chase where a kitten bats paper with paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful kitten chasing a laser dot with paws midair,kitty|kitten|paws,strict,True,
cat,indirect,cat,a balcony view showing a kitty crouch with tense paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a rooftop kitty landing softly with spread paws at dusk,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten on a desk stepping on keys with tiny paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a workshop corner photo of a kitten near tools with dusty paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dramatic hallway frame with a kitty sprint and blurred paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a curious kitten peeking from curtains with paws on the sill,kitty|kitten|paws,strict,True,
cat,indirect,cat,a playful kitten on stairs with alternating paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten on a desk stepping on keys with tiny paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a garden kitty stepping through flowers with gentle paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a studio kitty portrait with white paws and sharp whiskers,kitty|kitten|paws,strict,True,
cat,indirect,cat,a shelf exploration scene with a kitty balancing on careful paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dramatic hallway frame with a kitty sprint and blurred paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a documentary style frame of a kitty in grass with hunting paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a playful kitten on stairs with alternating paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a curious kitten sniffing sneakers with paws on shoelaces,kitty|kitten|paws,strict,True,
cat,indirect,cat,a documentary style frame of a kitty in grass with hunting paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a rainy window scene with a kitten silhouette and paw prints,kitty|kitten|paws,broad,True,
cat,indirect,cat,a ginger kitten balancing on a fence with careful paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a calm kitty on a shelf with dangling paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a food corner frame of a kitten by kibble with waiting paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a sunbeam kitten rolling on the floor with sprawled paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a mirror scene disrupted by a kitten face and raised paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a garden kitty stepping through flowers with gentle paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a watchful kitty at the stair edge with ready paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a striped kitty near a plant pot with muddy paws,kitty|kitten|paws,strict,True,
cat,indirect,cat,a black kitten on a velvet chair with crossed paws and amber eyes,kitty|kitten|paws,strict,True,
cat,indirect,cat,a dramatic hallway frame with a kitty sprint and blurred paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a dusk garden image with a kitten movement and light paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a tiny kitten near a food bowl licking one paw,kitty|kitten|paws,strict,True,
cat,indirect,cat,a fluffy kitten leaving tiny paws on a sunlit windowsill,kitty|kitten|paws,strict,True,
cat,indirect,cat,a birdwatch window frame of a kitten with twitching paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a home office frame where a kitty blocks typing with paws,kitty|kitten|paws,broad,True,
cat,indirect,cat,a home office frame where a kitty blocks typing with paws,kitty|kitten|paws,broad,True,
