target,prompt_family,concept_label,prompt,source_context_words,lexical_mode,is_valid,validation_errors
bear,direct,bear,A black bear in morning fog in a valley,,strict,True,
bear,direct,bear,A lone bear in a dense evergreen stand,,strict,True,
bear,direct,bear,A polar bear in a misty forest,,strict,True,
bear,direct,bear,A mother bear and her cubs near a log bridge in pine woods,,strict,True,
bear,direct,bear,A large bear in morning fog in a valley,,strict,True,
bear,direct,bear,A polar bear in a misty forest,,strict,True,
bear,direct,bear,A grizzly bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A brown bear in a dense evergreen stand,,strict,True,
bear,direct,bear,A bear walking through tall grass on a mountain bench,,strict,True,
bear,direct,bear,A large bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A brown bear in a coastal rainforest,,strict,True,
bear,direct,bear,A brown bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A lone bear in a ferny hollow,,strict,True,
bear,direct,bear,A bear sniffing the wind on a high rocky promontory,,strict,True,
bear,direct,bear,A grizzly bear in a subalpine meadow,,strict,True,
bear,direct,bear,A lone bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A grizzly bear in deep winter snow,,strict,True,
bear,direct,bear,Bears crossing a two lane road in a national park,,strict,True,
bear,direct,bear,A lone bear in a coastal rainforest,,strict,True,
bear,direct,bear,A brown bear in morning fog in a valley,,strict,True,
bear,direct,bear,A polar bear in a ferny hollow,,strict,True,
bear,direct,bear,A brown bear in a ferny hollow,,strict,True,
bear,direct,bear,A lone bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A black bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A large bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A wild bear in a subalpine meadow,,strict,True,
bear,direct,bear,A large bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A grizzly bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A black bear in a subalpine meadow,,strict,True,
bear,direct,bear,A black bear in a dense evergreen stand,,strict,True,
bear,direct,bear,A wild bear in a ferny hollow,,strict,True,
bear,direct,bear,A sun bear in dim jungle undergrowth on wet leaves,,strict,True,
bear,direct,bear,A polar bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A wild bear in morning fog in a valley,,strict,True,
bear,direct,bear,Bears drinking at a misty waterhole in sagebrush,,strict,True,
bear,direct,bear,A black bear on a log fallen across a brook in shade,,strict,True,
bear,direct,bear,A black bear in a coastal rainforest,,strict,True,
bear,direct,bear,A bear wading a cold lake edge at dawn,,strict,True,
bear,direct,bear,A wild bear in a subalpine meadow,,strict,True,
bear,direct,bear,A polar bear in morning fog in a valley,,strict,True,
bear,direct,bear,A brown bear in morning fog in a valley,,strict,True,
bear,direct,bear,A black bear in a dense evergreen stand,,strict,True,
bear,direct,bear,A black bear in deep winter snow,,strict,True,
bear,direct,bear,A young bear and its sibling wrestling in a sunny clearing,,strict,True,
bear,direct,bear,A wild bear in morning fog in a valley,,strict,True,
bear,direct,bear,A large bear in a ferny hollow,,strict,True,
bear,direct,bear,A lone bear in a subalpine meadow,,strict,True,
bear,direct,bear,A bear ambling through pine duff after rain,,strict,True,
bear,direct,bear,A sloth bear walking through dry leaves on a forest floor,,strict,True,
bear,direct,bear,A lone bear in a ferny hollow,,strict,True,
bear,direct,bear,A wild bear in morning fog in a valley,,strict,True,
bear,direct,bear,A polar bear in a ferny hollow,,strict,True,
bear,direct,bear,A black bear in a subalpine meadow,,strict,True,
bear,direct,bear,A bear scratching its back on a rough pine trunk,,strict,True,
bear,direct,bear,A lone bear in a coastal rainforest,,strict,True,
bear,direct,bear,A wild bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A grizzly bear in a ferny hollow,,strict,True,
bear,direct,bear,A polar bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,Bears crossing a two lane road in a national park,,strict,True,
bear,direct,bear,A solitary bear in a misty forest,,strict,True,
bear,direct,bear,A lone bear in a ferny hollow,,strict,True,
bear,direct,bear,A solitary bear in a ferny hollow,,strict,True,
bear,direct,bear,A wild bear in a dark spruce thicket,,strict,True,
bear,direct,bear,A bear crossing a gravel river bar in pale light,,strict,True,
bear,direct,bear,A black bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A grizzly bear in a dense evergreen stand,,strict,True,
bear,direct,bear,A black bear on a log fallen across a brook in shade,,strict,True,
bear,direct,bear,A grizzly bear in morning fog in a valley,,strict,True,
bear,direct,bear,A brown bear in a ferny hollow,,strict,True,
bear,direct,bear,A young bear and its sibling wrestling in a sunny clearing,,strict,True,
bear,direct,bear,A lone bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A brown bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A sun bear in dim jungle undergrowth on wet leaves,,strict,True,
bear,direct,bear,A sun bear in dim jungle undergrowth on wet leaves,,strict,True,
bear,direct,bear,A bear standing in shallow river water on rounded stones,,strict,True,
bear,direct,bear,Bears crossing a two lane road in a national park,,strict,True,
bear,direct,bear,A bear fishing in a clear mountain stream,,strict,True,
bear,direct,bear,A polar bear in a coastal rainforest,,strict,True,
bear,direct,bear,A bear fishing in a clear mountain stream,,strict,True,
bear,direct,bear,A wild bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A black bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A wild bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A young bear and its sibling wrestling in a sunny clearing,,strict,True,
bear,direct,bear,Bears foraging in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A solitary bear in a coastal rainforest,,strict,True,
bear,direct,bear,A lone bear in a dense evergreen stand,,strict,True,
bear,direct,bear,A brown bear in morning fog in a valley,,strict,True,
bear,direct,bear,A polar bear in a huckleberry patch in late summer,,strict,True,
bear,direct,bear,A brown bear in a sunlit forest clearing,,strict,True,
bear,direct,bear,A grizzly bear in a subalpine meadow,,strict,True,
bear,indirect,bear,a wildlife frame centered on an ursid beside a ranger road at first light,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a bruin by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin beside a ranger road at first light,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly beside a ranger road at first light,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly pacing a forest trail after rain, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin crossing a gravel bar under low cloud, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly pacing a forest trail after rain, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a kodiak near cedar trunks and wet ferns,kodiak|grizzly|ursid,broad,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a kodiak on tundra edges in cold wind,kodiak|grizzly|ursid,broad,True,
bear,indirect,bear,"a grizzly pacing a forest trail after rain, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a bruin on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly standing tall near a spruce treeline, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly foraging through berry thickets at dusk, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly pacing a forest trail after rain, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin standing tall near a spruce treeline, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on an ursid beside a ranger road at first light,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on a grizzly near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin crossing a gravel bar under low cloud, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly moving through wet sedge near a marsh, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a bruin on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on an ursid under alpine clouds after a storm,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly sniffing the wind on a rocky ridge, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly standing tall near a spruce treeline, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly moving through wet sedge near a marsh, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly sniffing the wind on a rocky ridge, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin standing tall near a spruce treeline, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin standing tall near a spruce treeline, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly pacing a forest trail after rain, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin crossing a gravel bar under low cloud, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin standing tall near a spruce treeline, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly beside a ranger road at first light,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly under alpine clouds after a storm,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on an ursid near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on a kodiak on tundra edges in cold wind,kodiak|grizzly|ursid,broad,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly moving through wet sedge near a marsh, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin standing tall near a spruce treeline, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly moving through wet sedge near a marsh, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly foraging through berry thickets at dusk, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly sniffing the wind on a rocky ridge, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin crossing a gravel bar under low cloud, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin standing tall near a spruce treeline, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly standing tall near a spruce treeline, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a kodiak near cedar trunks and wet ferns,kodiak|grizzly|ursid,broad,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a kodiak under alpine clouds after a storm,kodiak|grizzly|ursid,broad,True,
bear,indirect,bear,"a grizzly moving through wet sedge near a marsh, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin crossing a gravel bar under low cloud, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a bruin on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on a bruin under alpine clouds after a storm,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin foraging through berry thickets at dusk, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly wading in a salmon run at sunrise, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly tracking along a muddy riverbank, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly wading in a salmon run at sunrise, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly sniffing the wind on a rocky ridge, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly wading in a salmon run at sunrise, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly moving through wet sedge near a marsh, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly under alpine clouds after a storm,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,a wildlife frame centered on an ursid on tundra edges in cold wind,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly wading in a salmon run at sunrise, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a bruin near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly standing tall near a spruce treeline, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly near cedar trunks and wet ferns,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a bruin crossing a gravel bar under low cloud, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, in a wide-angle wildlife frame",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a bruin by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, with natural overcast lighting",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a kodiak under alpine clouds after a storm,kodiak|grizzly|ursid,broad,True,
bear,indirect,bear,a high-detail nature shot featuring a bruin by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a grizzly crossing a gravel bar under low cloud, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly fishing through a fast mountain stream, in documentary style",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a high-detail nature shot featuring a grizzly beside a ranger road at first light,grizzly|bruin|ursid,broad,True,
bear,indirect,bear,"a bruin fishing through a fast mountain stream, in a realistic national park scene",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,"a grizzly resting beside driftwood near a cold estuary, with sharp fur detail and misty background",grizzly|bruin|ursid,strict,True,
bear,indirect,bear,a wildlife frame centered on a grizzly by a glacial stream with bright fish,grizzly|bruin|ursid,broad,True,
